final_position	id	word	candidate_rank	source	existing_id	lesson_number	category	subcategory	folder	lesson_title
958	4958	出る	153	candidate		96	Daily Life	Giving & Receiving	core-give	Give & Receive
959	4959	入る	154	candidate		96	Daily Life	Giving & Receiving	core-give	Give & Receive
960	4960	上がる	155	candidate		96	Daily Life	Giving & Receiving	core-give	Give & Receive
961	4961	大きい	240	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
962	4962	小さい	241	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
963	4963	新しい	250	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
964	4964	古い	251	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
965	4965	高い	242	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
966	4966	安い	1059	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
967	4967	低い	243	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
968	4968	長い	244	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
969	4969	短い	245	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
970	4970	広い	246	candidate		97	Daily Life	Adjectives	core-iadj-a	Common I-Adjectives A
971	4971	狭い	247	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
972	4972	速い	256	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
973	4973	早い	254	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
974	4974	遅い	255	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
975	4975	強い	265	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
976	4976	弱い	266	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
977	4977	重い	263	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
978	4978	軽い	264	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
979	4979	暑い	257	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
980	4980	寒い	258	candidate		98	Daily Life	Adjectives	core-iadj-b	Common I-Adjectives B
981	4981	熱い	261	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
982	4982	涼しい	260	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
983	4983	暖かい	259	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
984	4984	いい	252	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
985	4985	悪い	253	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
986	4986	楽しい	270	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
987	4987	かわいい	280	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
988	4988	下がる	156	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
989	4989	乗る	157	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
990	4990	降りる	158	candidate		99	Daily Life	Adjectives	core-iadj-c	Common I-Adjectives C
991	4991	面白い	271	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
992	4992	悲しい	279	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
993	4993	怖い	277	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
994	4994	痛い	276	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
995	4995	忙しい	269	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
996	4996	難しい	267	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
997	4997	飛ぶ	161	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
998	4998	止まる	162	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
999	4999	見せる	164	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
1000	5000	見える	165	candidate		100	Daily Life	Adjectives	core-iadj-d	Common I-Adjectives D
1001	5001	静か	292	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1002	5002	有名	299	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1003	5003	便利	294	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1004	5004	不便	651	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1005	5005	元気	291	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1006	5006	好き	287	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1007	5007	嫌い	288	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1008	5008	上手	289	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1009	5009	下手	290	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1010	5010	簡単	300	candidate		101	Daily Life	Na-Adjectives	core-naadj	Na-Adjectives
1011	5011	ご飯	337	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1012	5012	水	333	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1013	5013	お茶	334	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1014	5014	コーヒー	335	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1015	5015	牛乳	336	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1016	5016	パン	338	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1017	5017	肉	339	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1018	5018	魚	340	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1019	5019	野菜	341	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1020	5020	果物	342	candidate		102	Daily Life	Food	core-food-a	Food & Drink A
1021	5021	卵	343	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1022	5022	塩	525	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1023	5023	砂糖	524	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1024	5024	醤油	526	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1025	5025	聞こえる	167	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1026	5026	覚える	176	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1027	5027	忘れる	177	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1028	5028	払う	186	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1029	5029	開く	193	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1030	5030	閉まる	195	candidate		103	Daily Life	Food	core-food-b	Food & Drink B
1031	5031	朝食	345	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1032	5032	昼食	346	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1033	5033	夕食	347	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1034	5034	弁当	529	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1035	5035	甘い	273	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1036	5036	辛い	274	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1037	5037	苦い	275	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1038	5038	意味	437	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1039	5039	興味	1012	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1040	5040	つける	196	candidate		104	Daily Life	Food	core-food-c	Meals & Taste
1041	5041	体	414	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1042	5042	頭	399	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1043	5043	顔	400	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1044	5044	目	401	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1045	5045	耳	402	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1046	5046	口	404	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1047	5047	鼻	403	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1048	5048	手	408	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1049	5049	足	413	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1050	5050	手伝う	212	candidate		105	Daily Life	Body	core-body	Body & Health Basics
1051	5051	病気	416	candidate		106	Daily Life	Health	core-health	Health & Illness
1052	5052	薬	419	candidate		106	Daily Life	Health	core-health	Health & Illness
1053	5053	医者	418	candidate		106	Daily Life	Health	core-health	Health & Illness
1054	5054	治療	422	candidate		106	Daily Life	Health	core-health	Health & Illness
1055	5055	健康	417	candidate		106	Daily Life	Health	core-health	Health & Illness
1056	5056	勉強	202	candidate		106	Daily Life	Health	core-health	Health & Illness
1057	5057	練習	203	candidate		106	Daily Life	Health	core-health	Health & Illness
1058	5058	呼ぶ	206	candidate		106	Daily Life	Health	core-health	Health & Illness
1059	5059	頼む	211	candidate		106	Daily Life	Health	core-health	Health & Illness
1060	5060	始める	213	candidate		106	Daily Life	Health	core-health	Health & Illness
1061	5061	電車	378	candidate		107	Daily Life	Transportation	core-transport	Transportation
1062	5062	バス	380	candidate		107	Daily Life	Transportation	core-transport	Transportation
1063	5063	タクシー	381	candidate		107	Daily Life	Transportation	core-transport	Transportation
1064	5064	車	376	candidate		107	Daily Life	Transportation	core-transport	Transportation
1065	5065	自転車	377	candidate		107	Daily Life	Transportation	core-transport	Transportation
1066	5066	飛行機	382	candidate		107	Daily Life	Transportation	core-transport	Transportation
1067	5067	地下鉄	379	candidate		107	Daily Life	Transportation	core-transport	Transportation
1068	5068	切符	579	candidate		107	Daily Life	Transportation	core-transport	Transportation
1069	5069	駐車場	515	candidate		107	Daily Life	Transportation	core-transport	Transportation
1070	5070	自動車	577	candidate		107	Daily Life	Transportation	core-transport	Transportation
1071	5071	旅行	238	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1072	5072	ホテル	1021	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1073	5073	地図	386	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1074	5074	道	384	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1075	5075	空港	383	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1076	5076	道路	385	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1077	5077	始まる	214	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1078	5078	終わる	215	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1079	5079	続ける	216	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1080	5080	続く	217	candidate		108	Daily Life	Travel	core-travel	Travel Basics
1081	5081	天気	388	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1082	5082	雨	389	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1083	5083	雪	390	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1084	5084	風	391	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1085	5085	空	392	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1086	5086	空間	1251	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1087	5087	決める	218	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1088	5088	決まる	219	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1089	5089	変える	220	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1090	5090	変わる	221	candidate		109	Daily Life	Weather	core-weather	Weather Basics
1091	5091	服	349	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1092	5092	シャツ	350	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1093	5093	ズボン	351	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1094	5094	スカート	352	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1095	5095	靴	353	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1096	5096	帽子	354	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1097	5097	コート	540	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1098	5098	眼鏡	546	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1099	5099	時計	500	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1100	5100	靴下	542	candidate		110	Daily Life	Clothing	core-clothes	Clothes
1101	5101	授業	583	candidate		111	Daily Life	School	core-school	School Life
1102	5102	宿題	584	candidate		111	Daily Life	School	core-school	School Life
1103	5103	試験	585	candidate		111	Daily Life	School	core-school	School Life
1104	5104	テスト	586	candidate		111	Daily Life	School	core-school	School Life
1105	5105	教科書	587	candidate		111	Daily Life	School	core-school	School Life
1106	5106	ノート	362	candidate		111	Daily Life	School	core-school	School Life
1107	5107	鉛筆	553	candidate		111	Daily Life	School	core-school	School Life
1108	5108	ペン	363	candidate		111	Daily Life	School	core-school	School Life
1109	5109	ボールペン	554	candidate		111	Daily Life	School	core-school	School Life
1110	5110	増える	222	candidate		111	Daily Life	School	core-school	School Life
1111	5111	社員	596	candidate		112	Work & Business	Work	core-work	Work Basics
1112	5112	部長	598	candidate		112	Work & Business	Work	core-work	Work Basics
1113	5113	課長	597	candidate		112	Work & Business	Work	core-work	Work Basics
1114	5114	会議	460	candidate		112	Work & Business	Work	core-work	Work Basics
1115	5115	給料	455	candidate		112	Work & Business	Work	core-work	Work Basics
1116	5116	会議室	519	candidate		112	Work & Business	Work	core-work	Work Basics
1117	5117	減る	223	candidate		112	Work & Business	Work	core-work	Work Basics
1118	5118	選ぶ	224	candidate		112	Work & Business	Work	core-work	Work Basics
1119	5119	比べる	225	candidate		112	Work & Business	Work	core-work	Work Basics
1120	5120	探す	226	candidate		112	Work & Business	Work	core-work	Work Basics
1121	5121	お金	449	candidate		113	Work & Business	Money	core-money	Money Basics
1122	5122	カード	1148	candidate		113	Work & Business	Money	core-money	Money Basics
1123	5123	財布	355	candidate		113	Work & Business	Money	core-money	Money Basics
1124	5124	値段	451	candidate		113	Work & Business	Money	core-money	Money Basics
1125	5125	料金	454	candidate		113	Work & Business	Money	core-money	Money Basics
1126	5126	費用	453	candidate		113	Work & Business	Money	core-money	Money Basics
1127	5127	見つける	227	candidate		113	Work & Business	Money	core-money	Money Basics
1128	5128	着く	230	candidate		113	Work & Business	Money	core-money	Money Basics
1129	5129	住む	231	candidate		113	Work & Business	Money	core-money	Money Basics
1130	5130	生まれる	232	candidate		113	Work & Business	Money	core-money	Money Basics
1131	5131	手紙	365	candidate		114	Daily Life	Communication	core-comms	Communication
1132	5132	電話	367	candidate		114	Daily Life	Communication	core-comms	Communication
1133	5133	メール	372	candidate		114	Daily Life	Communication	core-comms	Communication
1134	5134	会話	1358	candidate		114	Daily Life	Communication	core-comms	Communication
1135	5135	質問	440	candidate		114	Daily Life	Communication	core-comms	Communication
1136	5136	答え	441	candidate		114	Daily Life	Communication	core-comms	Communication
1137	5137	説明	466	candidate		114	Daily Life	Communication	core-comms	Communication
1138	5138	電話番号	602	candidate		114	Daily Life	Communication	core-comms	Communication
1139	5139	答える	1081	candidate		114	Daily Life	Communication	core-comms	Communication
1140	5140	死ぬ	233	candidate		114	Daily Life	Communication	core-comms	Communication
1141	5141	感情	1259	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1142	5142	夢	708	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1143	5143	希望	709	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1144	5144	心配	640	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1145	5145	満足	642	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1146	5146	洗う	234	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1147	5147	料理	236	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1148	5148	運転	237	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1149	5149	結婚	239	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1150	5150	多い	248	candidate		115	Daily Life	Emotions	core-emotions	Emotions
1151	5151	パソコン	369	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1152	5152	携帯	368	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1153	5153	インターネット	371	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1154	5154	データ	767	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1155	5155	ファイル	1079	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1156	5156	少ない	249	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1157	5157	冷たい	262	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1158	5158	易しい	268	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1159	5159	おいしい	272	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1160	5160	うれしい	278	candidate		116	Technology & Science	Technology	core-tech	Technology Basics
1161	5161	政治	484	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1162	5162	経済	483	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1163	5163	法律	485	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1164	5164	政府	486	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1165	5165	市民	732	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1166	5166	住民	1213	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1167	5167	公共	1225	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1168	5168	美しい	281	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1169	5169	汚い	282	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1170	5170	明るい	283	candidate		117	Society & Public Affairs	Society	core-society	Society Basics
1171	5171	問題	439	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1172	5172	理由	442	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1173	5173	目的	448	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1174	5174	方法	443	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1175	5175	場合	701	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1176	5176	状態	477	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1177	5177	状況	476	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1178	5178	暗い	284	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1179	5179	近い	285	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1180	5180	遠い	286	candidate		118	Academic & Abstract	Abstract	core-abstract	Abstract Nouns A
1181	5181	にぎやか	293	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1182	5182	大丈夫	295	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1183	5183	大切	296	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1184	5184	大事	297	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1185	5185	必要	298	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1186	5186	複雑	301	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1187	5187	安全	302	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1188	5188	危険	303	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1189	5189	とても	304	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1190	5190	もっと	305	candidate		119	Daily Life	Daily Vocabulary	core-daily	Daily Vocabulary 119
1191	5191	かなり	306	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1192	5192	少し	307	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1193	5193	ちょっと	308	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1194	5194	たくさん	309	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1195	5195	あまり	310	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1196	5196	ほとんど	311	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1197	5197	すぐ	312	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1198	5198	ゆっくり	313	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1199	5199	よく	314	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1200	5200	時々	316	candidate		120	Daily Life	Common Verbs	core-verbs-more	Common Verbs 120
1201	5201	たまに	317	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1202	5202	もう	318	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1203	5203	まだ	319	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1204	5204	すでに	320	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1205	5205	まず	321	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1206	5206	また	322	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1207	5207	そして	323	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1208	5208	しかし	324	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1209	5209	だから	325	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1210	5210	でも	326	candidate		121	Daily Life	Common Adjectives	core-adj-more	Common Adjectives 121
1211	5211	もし	327	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1212	5212	必ず	328	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1213	5213	多分	329	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1214	5214	本当に	330	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1215	5215	もちろん	331	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1216	5216	例えば	332	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1217	5217	食事	344	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1218	5218	レストラン	348	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1219	5219	鍵	356	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1220	5220	本	358	candidate		122	Work & Business	Business Basics	core-business	Business Vocabulary 122
1221	5221	新聞	359	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1222	5222	雑誌	360	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1223	5223	辞書	361	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1224	5224	紙	364	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1225	5225	写真	366	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1226	5226	コンピュータ	370	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1227	5227	テレビ	373	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1228	5228	ラジオ	374	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1229	5229	カメラ	375	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1230	5230	交通	387	candidate		123	Society & Public Affairs	Public Life	core-public	Public Life 123
1231	5231	海	393	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1232	5232	山	394	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1233	5233	川	395	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1234	5234	地震	396	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1235	5235	歯	405	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1236	5236	首	406	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1237	5237	肩	407	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1238	5238	指	409	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1239	5239	胸	410	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1240	5240	腹	411	candidate		124	Academic & Abstract	Abstract Concepts	core-abstract-more	Abstract Concepts 124
1241	5241	背中	412	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1242	5242	心	415	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1243	5243	痛み	420	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1244	5244	色	423	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1245	5245	赤	424	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1246	5246	青	425	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1247	5247	白	426	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1248	5248	黒	427	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1249	5249	緑	428	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1250	5250	黄色	429	candidate		125	Technology & Science	Science & Tech	core-science	Science & Technology 125
1251	5251	音	430	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1252	5252	音楽	431	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1253	5253	映画	432	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1254	5254	スポーツ	433	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1255	5255	ゲーム	434	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1256	5256	名前	436	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1257	5257	言葉	438	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1258	5258	例	444	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1259	5259	情報	445	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1260	5260	円	450	candidate		126	Daily Life	Nature	core-nature	Nature & Environment 126
1261	5261	価格	452	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1262	5262	収入	456	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1263	5263	支出	457	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1264	5264	買い物	458	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1265	5265	商品	459	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1266	5266	予定	461	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1267	5267	報告	464	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1268	5268	確認	467	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1269	5269	準備	468	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1270	5270	受付	470	candidate		127	Daily Life	Media	core-media	Media & Culture 127
1271	5271	生活	471	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1272	5272	関係	475	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1273	5273	文化	478	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1274	5274	歴史	479	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1275	5275	自然	480	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1276	5276	教育	482	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1277	5277	国際	488	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1278	5278	科学	490	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1279	5279	研究	491	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
1280	5280	月曜日	492	candidate		128	Academic & Abstract	N2 Reading	core-n2-reading	N2 Reading Vocabulary 128
